Customer_ID,Region,Age_Band,Account_Type,Account_Tenure_Years
105947,East Midlands,55-64,Premier,16.3
105948,South East,18-24,Current,0.3
105949,Yorkshire and Humber,65+,Current,0.3
105950,South East,35-44,Savings,19.8
105951,Yorkshire and Humber,65+,Current,10.6
105952,London,55-64,Current,1.4
105953,London,65+,Premier,0.6
105954,East Midlands,55-64,Current,16.2
105955,London,65+,Current,18.1
105956,London,45-54,Current,10.5
105957,London,25-34,Current,7.5
105958,East Midlands,35-44,Current,14.1
105959,South East,55-64,Current,0.5
105960,North West,25-34,Savings,18.0
105961,East Midlands,65+,Current,5.2
105962,West Midlands,25-34,Premier,3.9
105963,London,65+,Current,6.3
105964,North West,35-44,Current,1.4
105965,South East,55-64,Current,7.9
105966,North West,65+,Current,14.3
105967,South East,35-44,Savings,10.0
105968,North West,55-64,Current,13.4
105969,London,25-34,Current,4.4
105970,South West,55-64,Current,8.0
105971,Yorkshire and Humber,55-64,Current,10.4
105972,East Midlands,35-44,Current,11.5
105973,London,18-24,Current,3.8
105974,Wales,35-44,Current,16.2
105975,North East,25-34,Savings,1.9
105976,North West,55-64,Savings,2.1
105977,South East,25-34,Current,5.1
105978,Yorkshire and Humber,65+,Current,13.1
105979,West Midlands,65+,Current,1.6
105980,South East,65+,Current,0.3
105981,London,45-54,Current,9.5
105982,London,25-34,Current,7.0
105983,South West,55-64,Premier,3.2
105984,Yorkshire and Humber,55-64,Savings,13.2
105985,South East,65+,Current,12.9
105986,Yorkshire and Humber,35-44,Current,2.5
105987,East Midlands,18-24,Current,4.7
105988,Yorkshire and Humber,65+,Current,7.4
105989,North East,55-64,Current,19.8
105990,London,25-34,Current,15.4
105991,West Midlands,55-64,Current,6.8
105992,South East,18-24,Current,19.3
105993,North East,45-54,Savings,9.2
105994,East of England,35-44,Current,7.7
105995,London,35-44,Premier,18.9
105996,Yorkshire and Humber,25-34,Current,14.7
105997,London,35-44,Current,11.0
105998,South West,35-44,Current,12.1
105999,East of England,25-34,Current,19.5
106000,South West,35-44,Current,3.1
106001,London,45-54,Current,7.0
106002,West Midlands,55-64,Current,8.5
106003,London,45-54,Current,19.7
106004,West Midlands,25-34,Current,1.8
106005,East Midlands,18-24,Savings,2.3
106006,London,55-64,Current,8.8
106007,South East,65+,Savings,3.5
106008,East of England,65+,Premier,13.7
106009,South West,65+,Current,7.3
106010,East of England,45-54,Student,16.9
106011,South East,65+,Current,15.0
106012,South East,35-44,Current,9.5
106013,East Midlands,55-64,Savings,16.9
106014,London,65+,Current,2.1
106015,West Midlands,55-64,Current,11.7
106016,East Midlands,35-44,Current,12.1
106017,West Midlands,35-44,Current,5.0
106018,South West,35-44,Current,1.1
106019,South East,35-44,Savings,10.8
106020,North East,55-64,Current,10.3
106021,Wales,55-64,Current,13.1
106022,East of England,25-34,Current,4.3
106023,West Midlands,55-64,Premier,3.7
106024,East of England,35-44,Premier,19.6
106025,South West,45-54,Savings,2.4
106026,East of England,35-44,Current,20.0
106027,West Midlands,45-54,Current,14.4
106028,West Midlands,55-64,Current,12.6
106029,East of England,55-64,Savings,6.9
106030,West Midlands,55-64,Current,17.4
106031,Yorkshire and Humber,35-44,Savings,18.2
106032,London,55-64,Current,14.5
106033,West Midlands,25-34,Student,14.2
106034,East Midlands,35-44,Current,9.9
106035,Wales,45-54,Current,1.6
106036,East of England,45-54,Current,20.0
106037,East of England,65+,Current,0.4
106038,North West,35-44,Student,10.0
106039,North West,55-64,Current,7.4
106040,Yorkshire and Humber,35-44,Premier,15.5
106041,London,45-54,Current,14.7
106042,East Midlands,55-64,Current,12.6
106043,South East,55-64,Current,1.6
106044,Wales,65+,Current,4.8
106045,London,55-64,Student,2.0
106046,Yorkshire and Humber,35-44,Current,19.6
106047,Yorkshire and Humber,65+,Current,2.6
106048,West Midlands,65+,Current,19.3
106049,North West,35-44,Savings,2.3
106050,London,18-24,Premier,17.3
106051,London,35-44,Savings,11.5
106052,London,55-64,Current,16.7
106053,South West,65+,Current,12.7
106054,North West,55-64,Current,15.4
106055,East Midlands,35-44,Premier,14.6
106056,East Midlands,18-24,Current,5.3
106057,West Midlands,45-54,Premier,18.7
106058,London,35-44,Savings,12.9
106059,South West,25-34,Savings,4.1
106060,East of England,25-34,Savings,6.2
106061,London,25-34,Current,10.7
106062,Yorkshire and Humber,25-34,Current,17.6
106063,West Midlands,55-64,Current,16.0
106064,Yorkshire and Humber,35-44,Current,6.1
106065,Yorkshire and Humber,35-44,Savings,13.8
106066,East of England,45-54,Current,0.1
106067,London,65+,Student,6.7
106068,North West,55-64,Student,16.8
106069,North West,45-54,Current,3.1
106070,West Midlands,55-64,Current,7.1
106071,East of England,55-64,Current,0.1
106072,East Midlands,55-64,Current,0.6
106073,East Midlands,45-54,Savings,3.0
106074,West Midlands,45-54,Savings,2.1
106075,South West,35-44,Savings,9.8
106076,London,35-44,Current,18.0
106077,London,35-44,Student,1.8
106078,Yorkshire and Humber,35-44,Current,17.4
106079,East Midlands,35-44,Premier,13.4
106080,East of England,45-54,Savings,3.5
106081,West Midlands,45-54,Savings,5.9
106082,East Midlands,25-34,Current,4.0
106083,London,35-44,Savings,15.8
106084,East Midlands,35-44,Current,14.5
106085,West Midlands,55-64,Current,6.2
106086,South West,35-44,Current,1.2
106087,London,18-24,Current,3.5
106088,North West,25-34,Current,12.6
106089,Yorkshire and Humber,45-54,Current,1.9
106090,South East,25-34,Savings,10.8
106091,East Midlands,45-54,Savings,12.3
106092,West Midlands,45-54,Premier,13.8
106093,London,65+,Savings,2.6
106094,London,45-54,Current,9.2
106095,Wales,18-24,Savings,9.3
106096,Yorkshire and Humber,35-44,Current,16.7
106097,East Midlands,55-64,Current,9.4
106098,London,25-34,Premier,8.2
106099,London,65+,Premier,2.6
106100,West Midlands,45-54,Current,13.9
106101,London,25-34,Savings,12.4
106102,West Midlands,25-34,Current,14.4
106103,South West,65+,Premier,13.2
106104,South West,65+,Savings,17.5
106105,Yorkshire and Humber,65+,Current,17.6
106106,North East,35-44,Savings,6.2
106107,Wales,55-64,Current,3.7
106108,West Midlands,25-34,Current,18.5
106109,Yorkshire and Humber,35-44,Savings,14.3
106110,London,55-64,Savings,19.4
106111,East Midlands,65+,Current,10.0
106112,Yorkshire and Humber,35-44,Savings,19.2
106113,North West,45-54,Current,2.5
106114,North East,25-34,Current,11.8
106115,Yorkshire and Humber,35-44,Savings,10.0
106116,South East,18-24,Current,0.2
106117,Yorkshire and Humber,55-64,Current,3.9
106118,West Midlands,18-24,Premier,3.2
106119,East of England,45-54,Savings,1.3
106120,East Midlands,35-44,Current,19.0
106121,East Midlands,35-44,Current,19.3
106122,Yorkshire and Humber,35-44,Student,17.8
106123,South East,35-44,Student,19.8
106124,Yorkshire and Humber,45-54,Current,16.6
106125,East Midlands,45-54,Current,18.7
106126,North West,65+,Current,4.0
106127,North West,35-44,Current,5.2
106128,East Midlands,45-54,Current,17.3
106129,London,65+,Current,9.6
106130,West Midlands,35-44,Savings,14.4
106131,North West,65+,Premier,11.3
106132,London,65+,Current,6.2
106133,South East,55-64,Current,5.8
106134,North West,45-54,Current,15.0
106135,North West,55-64,Current,10.7
106136,North West,35-44,Current,7.3
106137,North East,45-54,Premier,12.4
106138,West Midlands,65+,Current,8.5
106139,West Midlands,25-34,Savings,9.6
106140,London,55-64,Current,13.6
106141,West Midlands,45-54,Current,9.2
106142,West Midlands,25-34,Student,19.0
106143,West Midlands,45-54,Premier,9.8
106144,London,55-64,Current,19.2
106145,London,45-54,Premier,17.0
106146,South East,55-64,Current,17.8
106147,South East,35-44,Savings,15.3
106148,North West,65+,Current,12.1
106149,East of England,45-54,Current,10.7
106150,South East,55-64,Savings,11.1
106151,South West,35-44,Savings,4.1
106152,South East,35-44,Student,4.4
106153,Yorkshire and Humber,65+,Current,0.8
106154,North West,18-24,Student,14.9
106155,Yorkshire and Humber,35-44,Current,2.6
106156,West Midlands,55-64,Current,11.7
106157,London,55-64,Current,2.8
106158,East Midlands,55-64,Current,1.4
106159,East Midlands,55-64,Current,10.7
106160,North East,65+,Savings,17.5
106161,South East,45-54,Current,7.2
106162,London,45-54,Current,18.4
106163,Yorkshire and Humber,55-64,Current,0.3
106164,London,55-64,Savings,9.4
106165,East of England,25-34,Current,3.0
106166,South East,35-44,Current,6.4
106167,London,45-54,Savings,0.6
106168,London,55-64,Premier,0.8
106169,Yorkshire and Humber,45-54,Premier,14.3
106170,South East,55-64,Current,13.1
106171,Wales,55-64,Premier,4.2
106172,Yorkshire and Humber,25-34,Current,18.0
106173,Yorkshire and Humber,45-54,Premier,13.8
106174,Yorkshire and Humber,45-54,Current,6.8
106175,Yorkshire and Humber,25-34,Current,8.2
106176,Wales,35-44,Current,5.9
106177,South East,45-54,Savings,16.6
106178,Yorkshire and Humber,55-64,Current,9.9
106179,Yorkshire and Humber,35-44,Current,2.8
106180,London,25-34,Current,4.1
106181,East Midlands,35-44,Premier,6.0
106182,London,55-64,Current,8.1
106183,South West,45-54,Savings,11.9
106184,South East,35-44,Current,19.3
106185,West Midlands,65+,Premier,5.3
106186,South East,25-34,Current,6.6
106187,South East,35-44,Current,0.6
106188,North West,35-44,Current,7.5
106189,London,55-64,Current,13.5
106190,London,55-64,Savings,19.3
106191,South West,18-24,Savings,14.8
106192,West Midlands,55-64,Current,2.4
106193,West Midlands,55-64,Current,17.8
106194,London,65+,Current,16.8
106195,East Midlands,65+,Current,3.9
106196,Yorkshire and Humber,55-64,Premier,18.7
106197,South West,25-34,Savings,14.3
106198,West Midlands,35-44,Current,15.7
106199,London,65+,Current,9.2
106200,Wales,45-54,Savings,4.1
106201,London,45-54,Savings,16.0
106202,London,65+,Premier,9.6
106203,London,65+,Current,19.4
106204,West Midlands,55-64,Current,3.2
106205,West Midlands,65+,Current,7.2
106206,South East,25-34,Savings,14.7
106207,Yorkshire and Humber,55-64,Current,11.5
106208,North West,65+,Savings,8.7
106209,East Midlands,18-24,Current,14.1
106210,South West,25-34,Savings,14.7
106211,East Midlands,55-64,Current,11.6
106212,South East,45-54,Student,6.5
106213,Yorkshire and Humber,25-34,Current,12.4
106214,London,25-34,Savings,11.0
106215,North West,35-44,Current,16.0
106216,West Midlands,35-44,Savings,13.1
106217,London,65+,Savings,10.0
106218,South East,45-54,Current,0.5
106219,West Midlands,55-64,Current,3.4
106220,London,18-24,Current,6.8
106221,London,35-44,Current,12.1
106222,North West,35-44,Savings,15.9
106223,London,55-64,Current,19.2
106224,West Midlands,65+,Current,12.0
106225,London,35-44,Current,14.6
106226,West Midlands,65+,Current,12.5
106227,London,18-24,Current,8.7
106228,North West,35-44,Savings,12.2
106229,London,55-64,Current,8.1
106230,London,35-44,Premier,9.1
106231,East of England,65+,Savings,18.2
106232,London,25-34,Current,11.3
106233,South West,55-64,Student,2.1
106234,North West,25-34,Current,10.5
106235,Yorkshire and Humber,25-34,Current,19.1
106236,East Midlands,35-44,Current,2.1
106237,Yorkshire and Humber,65+,Savings,19.4
106238,South East,45-54,Current,19.8
106239,South West,45-54,Current,11.3
106240,London,18-24,Current,6.7
106241,London,18-24,Current,0.3
106242,West Midlands,18-24,Current,0.4
106243,East Midlands,55-64,Current,7.8
106244,South West,25-34,Current,15.7
106245,West Midlands,35-44,Savings,18.9
106246,West Midlands,45-54,Current,3.2
106247,North East,45-54,Current,9.8
106248,North East,35-44,Current,10.1
106249,London,18-24,Premier,7.7
106250,Yorkshire and Humber,35-44,Savings,10.8
106251,South West,55-64,Current,18.5
106252,West Midlands,25-34,Student,8.8
106253,Yorkshire and Humber,55-64,Savings,2.8
106254,Yorkshire and Humber,18-24,Savings,13.3
106255,East of England,65+,Savings,0.7
106256,East of England,65+,Student,18.8
106257,South East,18-24,Savings,18.8
106258,West Midlands,35-44,Current,1.9
106259,London,35-44,Current,11.1
106260,North West,55-64,Current,16.0
106261,East of England,45-54,Current,9.3
106262,West Midlands,45-54,Premier,9.6
106263,East Midlands,25-34,Savings,19.4
106264,South East,25-34,Savings,4.7
106265,London,55-64,Savings,10.6
106266,South West,45-54,Premier,2.4
106267,East Midlands,55-64,Savings,6.1
106268,South West,55-64,Current,17.0
106269,East Midlands,45-54,Current,14.4
106270,East Midlands,45-54,Current,12.3
106271,London,65+,Current,2.4
106272,North West,55-64,Current,17.0
106273,London,65+,Current,6.0
106274,East Midlands,65+,Current,10.7
106275,East Midlands,35-44,Current,4.7
106276,South East,55-64,Premier,10.5
106277,North West,45-54,Current,11.3
106278,South East,25-34,Savings,6.9
106279,South East,45-54,Current,10.2
106280,East Midlands,35-44,Premier,8.2
106281,South East,35-44,Savings,14.0
106282,North West,25-34,Premier,10.9
106283,Yorkshire and Humber,55-64,Current,17.6
106284,East Midlands,55-64,Savings,1.1
106285,South West,45-54,Current,0.6
106286,London,25-34,Current,3.9
106287,London,45-54,Savings,2.5
106288,North East,25-34,Current,10.6
106289,Yorkshire and Humber,35-44,Current,4.1
106290,East of England,35-44,Student,0.4
106291,South East,65+,Current,5.7
106292,East of England,35-44,Savings,10.2
106293,East of England,45-54,Current,14.3
106294,Wales,65+,Current,8.8
106295,West Midlands,35-44,Current,19.3
106296,South West,65+,Current,4.1
106297,South West,25-34,Savings,10.3
106298,London,35-44,Student,5.1
106299,North West,25-34,Current,16.2
106300,North East,45-54,Current,3.8
106301,West Midlands,65+,Savings,19.2
106302,London,45-54,Current,14.4
106303,London,45-54,Current,11.2
106304,West Midlands,35-44,Current,10.7
106305,South East,65+,Savings,7.3
106306,East Midlands,35-44,Current,0.5
106307,South East,25-34,Current,18.3
106308,South West,65+,Premier,15.9
106309,Yorkshire and Humber,35-44,Premier,2.8
106310,South East,35-44,Savings,2.5
106311,West Midlands,18-24,Savings,6.2
106312,South West,25-34,Premier,15.3
106313,North East,55-64,Savings,10.1
106314,West Midlands,35-44,Savings,13.1
106315,South East,65+,Current,0.2
106316,London,25-34,Current,18.5
106317,London,45-54,Savings,3.4
106318,South East,55-64,Savings,6.4
106319,London,45-54,Current,18.9
106320,London,45-54,Savings,14.7
106321,North West,45-54,Savings,10.3
106322,Yorkshire and Humber,45-54,Current,17.3
106323,East of England,65+,Savings,1.3
106324,West Midlands,35-44,Current,1.6
106325,London,35-44,Savings,3.2
106326,West Midlands,45-54,Premier,5.4
106327,South West,35-44,Student,14.2
106328,London,25-34,Student,10.7
106329,Yorkshire and Humber,65+,Savings,8.6
106330,North West,25-34,Current,15.7
106331,London,25-34,Savings,6.4
106332,North East,45-54,Current,1.8
106333,London,25-34,Current,8.0
106334,London,18-24,Current,15.4
106335,South East,18-24,Current,9.5
106336,Yorkshire and Humber,25-34,Current,19.5
106337,Yorkshire and Humber,35-44,Current,17.1
106338,Yorkshire and Humber,55-64,Current,15.8
106339,West Midlands,35-44,Current,15.5
106340,South East,35-44,Current,11.7
106341,East of England,45-54,Current,18.0
106342,East of England,35-44,Premier,11.8
106343,East of England,35-44,Current,7.5
106344,London,35-44,Savings,4.0
106345,North West,35-44,Current,16.3
106346,London,35-44,Student,7.5
106347,North East,18-24,Savings,15.8
106348,South East,65+,Premier,19.7
106349,London,65+,Student,8.0
106350,South East,65+,Savings,6.9
106351,South East,18-24,Current,3.5
106352,East of England,55-64,Current,9.6
106353,South East,45-54,Current,13.1
106354,London,25-34,Student,6.3
106355,North West,65+,Student,9.8
106356,London,55-64,Current,10.8
106357,North West,25-34,Savings,5.6
106358,North East,65+,Current,0.6
106359,London,25-34,Savings,4.4
106360,London,35-44,Current,16.1
106361,Yorkshire and Humber,25-34,Current,5.6
106362,London,25-34,Student,0.4
106363,London,65+,Current,8.6
106364,West Midlands,45-54,Savings,13.7
106365,East of England,25-34,Savings,15.1
106366,Yorkshire and Humber,55-64,Current,8.3
106367,London,65+,Current,11.5
106368,West Midlands,65+,Current,14.9
106369,London,65+,Current,17.8
106370,South East,65+,Student,12.8
106371,East of England,45-54,Current,13.8
106372,East Midlands,35-44,Current,2.1
106373,Wales,65+,Current,8.5
106374,South East,25-34,Current,17.8
106375,North West,25-34,Current,3.3
106376,West Midlands,35-44,Savings,6.3
106377,North West,35-44,Current,13.6
106378,East of England,45-54,Student,18.1
106379,North West,65+,Current,1.3
106380,London,45-54,Current,17.4
106381,South East,45-54,Current,4.5
106382,East of England,35-44,Current,17.2
106383,South East,55-64,Current,17.8
106384,South East,25-34,Savings,15.5
106385,West Midlands,18-24,Premier,18.5
106386,East of England,45-54,Current,19.2
106387,North West,45-54,Current,18.5
106388,West Midlands,35-44,Savings,10.3
106389,Wales,35-44,Current,9.3
106390,West Midlands,18-24,Savings,2.2
106391,West Midlands,45-54,Current,4.4
106392,London,35-44,Student,13.1
106393,North West,35-44,Current,2.6
106394,West Midlands,65+,Current,18.9
106395,London,55-64,Savings,4.6
106396,South East,25-34,Current,1.8
106397,South West,45-54,Savings,4.8
106398,West Midlands,25-34,Savings,1.1
106399,London,25-34,Current,3.4
106400,South West,55-64,Current,11.8
106401,West Midlands,25-34,Current,5.9
106402,West Midlands,35-44,Current,16.0
106403,East Midlands,65+,Savings,8.2
106404,London,55-64,Savings,14.3
106405,West Midlands,65+,Current,14.2
106406,South East,65+,Savings,2.8
106407,North East,35-44,Savings,1.2
106408,West Midlands,45-54,Savings,16.9
106409,London,35-44,Current,14.0
106410,North West,55-64,Current,3.6
106411,East Midlands,35-44,Current,13.6
106412,South East,18-24,Savings,6.7
106413,London,25-34,Savings,1.2
106414,North East,55-64,Student,4.7
106415,London,25-34,Current,15.1
106416,West Midlands,45-54,Savings,7.9
106417,London,55-64,Student,10.9
106418,West Midlands,55-64,Current,2.8
106419,East of England,35-44,Current,1.9
106420,South East,25-34,Current,4.9
106421,Yorkshire and Humber,65+,Current,9.5
106422,London,45-54,Current,17.0
106423,South East,35-44,Current,15.3
106424,South West,65+,Current,3.3
106425,East Midlands,25-34,Savings,1.5
106426,East Midlands,35-44,Student,4.6
106427,West Midlands,25-34,Savings,17.1
106428,Yorkshire and Humber,25-34,Student,10.4
106429,London,35-44,Current,16.2
106430,West Midlands,55-64,Savings,7.5
106431,Yorkshire and Humber,35-44,Current,11.8
106432,London,45-54,Student,11.9
106433,West Midlands,55-64,Student,12.6
106434,East of England,65+,Savings,9.5
106435,London,18-24,Current,4.9
106436,Yorkshire and Humber,55-64,Current,8.6
106437,London,25-34,Current,19.5
106438,North West,55-64,Current,5.5
106439,East of England,35-44,Current,14.5
106440,London,55-64,Current,18.9
106441,London,25-34,Current,11.4
106442,East of England,45-54,Student,9.8
106443,South West,25-34,Savings,2.5
106444,South West,25-34,Student,15.1
106445,North West,45-54,Current,18.2
106446,West Midlands,35-44,Current,19.6
106447,South East,55-64,Current,4.1
106448,London,45-54,Student,18.4
106449,South East,45-54,Current,7.5
106450,South East,55-64,Savings,12.4
106451,North West,55-64,Current,4.6
106452,North West,65+,Current,5.0
106453,London,25-34,Current,12.4
106454,North West,45-54,Current,9.7
106455,South East,55-64,Current,19.3
106456,South East,25-34,Student,5.4
106457,London,25-34,Current,17.6
106458,South East,25-34,Current,9.3
106459,London,45-54,Current,2.8
106460,South East,35-44,Premier,4.9
106461,North West,45-54,Savings,15.1
106462,South East,45-54,Savings,16.6
106463,South East,45-54,Current,0.9
106464,North West,25-34,Student,8.3
106465,London,55-64,Current,9.9
106466,East of England,45-54,Savings,12.3
106467,North West,25-34,Savings,13.0
106468,South East,25-34,Current,16.6
106469,North East,35-44,Current,5.5
106470,East of England,65+,Current,2.3
106471,Yorkshire and Humber,35-44,Current,3.8
106472,London,18-24,Current,18.7
106473,Wales,25-34,Current,11.0
106474,London,18-24,Current,4.5
106475,West Midlands,35-44,Savings,15.7
106476,East Midlands,55-64,Current,11.8
106477,South West,35-44,Savings,7.4
106478,Yorkshire and Humber,55-64,Current,0.5
106479,North West,18-24,Current,15.7
106480,Yorkshire and Humber,35-44,Current,14.4
106481,South East,55-64,Student,5.3
106482,London,45-54,Current,5.4
106483,East of England,55-64,Savings,5.5
106484,South East,35-44,Savings,13.4
106485,Wales,45-54,Savings,6.0
106486,East of England,45-54,Current,6.3
106487,North West,25-34,Current,7.6
106488,South East,55-64,Current,19.6
106489,East Midlands,35-44,Savings,9.3
106490,Wales,25-34,Savings,7.6
106491,North West,55-64,Savings,9.5
106492,South East,55-64,Current,14.4
106493,South West,65+,Savings,17.7
106494,West Midlands,65+,Current,19.8
106495,South West,35-44,Premier,9.8
106496,East Midlands,45-54,Savings,9.3
106497,London,65+,Current,6.7
106498,London,25-34,Savings,15.6
106499,Yorkshire and Humber,35-44,Current,13.1
106500,London,65+,Current,7.3
106501,East of England,25-34,Current,10.4
106502,North West,65+,Current,4.2
106503,London,35-44,Current,13.9
106504,East of England,65+,Savings,5.1
106505,South East,45-54,Current,7.1
106506,East Midlands,45-54,Savings,1.5
106507,North East,55-64,Current,4.5
106508,East Midlands,18-24,Savings,4.0
106509,London,45-54,Savings,14.7
106510,London,65+,Savings,13.9
106511,South West,65+,Current,10.8
106512,West Midlands,65+,Premier,7.8
106513,West Midlands,45-54,Current,17.8
106514,South East,45-54,Savings,17.7
106515,West Midlands,45-54,Current,12.1
106516,London,45-54,Current,13.2
106517,South East,45-54,Savings,15.9
106518,South East,18-24,Current,14.5
106519,North West,25-34,Current,4.6
106520,North West,45-54,Current,10.1
106521,North East,35-44,Current,3.1
106522,London,35-44,Premier,16.2
106523,East Midlands,25-34,Savings,13.1
106524,North West,55-64,Current,19.6
106525,Yorkshire and Humber,65+,Savings,2.8
106526,Wales,45-54,Current,10.3
106527,North West,65+,Savings,14.5
106528,East Midlands,65+,Current,17.4
106529,London,25-34,Current,17.1
106530,East Midlands,25-34,Current,4.1
106531,North West,25-34,Savings,19.6
106532,Wales,25-34,Savings,19.6
106533,South East,45-54,Savings,19.4
106534,East Midlands,35-44,Current,12.3
106535,London,65+,Savings,16.7
106536,West Midlands,45-54,Current,1.6
106537,West Midlands,35-44,Savings,5.2
106538,London,65+,Current,1.9
106539,London,65+,Savings,10.2
106540,South East,55-64,Premier,19.3
106541,East of England,55-64,Current,13.0
106542,North West,65+,Savings,9.3
106543,East of England,45-54,Current,15.9
106544,London,65+,Current,11.1
106545,North West,18-24,Current,9.2
106546,South West,45-54,Savings,12.6
106547,East Midlands,45-54,Current,10.3
106548,London,18-24,Current,12.9
106549,South East,25-34,Student,16.1
106550,North West,18-24,Current,9.3
106551,East of England,35-44,Savings,8.4
106552,North West,18-24,Current,11.2
106553,South West,35-44,Current,18.1
106554,East Midlands,55-64,Savings,8.5
106555,West Midlands,45-54,Current,17.0
106556,Yorkshire and Humber,45-54,Current,12.4
106557,East of England,18-24,Savings,0.3
106558,West Midlands,55-64,Premier,9.6
106559,East of England,25-34,Current,4.3
106560,North West,35-44,Premier,3.1
106561,London,45-54,Savings,4.8
106562,Yorkshire and Humber,65+,Current,14.3
106563,West Midlands,65+,Current,12.6
106564,North East,55-64,Current,10.8
106565,London,55-64,Current,10.0
106566,South East,45-54,Current,7.8
106567,London,45-54,Current,17.7
106568,London,25-34,Current,18.7
106569,London,25-34,Premier,15.3
106570,East of England,65+,Current,5.8
106571,South East,65+,Current,18.3
106572,London,35-44,Current,16.4
106573,London,25-34,Current,2.6
106574,London,25-34,Current,6.9
106575,London,35-44,Savings,6.6
106576,London,25-34,Savings,14.6
106577,London,45-54,Current,10.5
106578,South East,25-34,Savings,5.4
106579,North East,25-34,Current,4.7
106580,North East,35-44,Savings,9.2
106581,South West,55-64,Current,13.4
106582,London,35-44,Student,10.2
106583,South East,35-44,Premier,5.3
106584,West Midlands,45-54,Savings,12.4
106585,London,55-64,Current,20.0
106586,North West,35-44,Current,3.6
106587,East Midlands,55-64,Savings,10.6
106588,North East,35-44,Current,7.6
106589,East of England,45-54,Current,4.4
106590,London,35-44,Current,17.5
106591,North West,65+,Current,19.2
106592,South East,65+,Current,7.1
106593,London,55-64,Current,7.0
106594,South West,65+,Savings,1.9
106595,Wales,25-34,Current,12.4
106596,Yorkshire and Humber,45-54,Current,0.6
106597,North West,25-34,Current,10.0
106598,North West,35-44,Premier,3.1
106599,West Midlands,45-54,Current,13.5
106600,Yorkshire and Humber,55-64,Savings,18.6
106601,East Midlands,55-64,Savings,1.9
106602,West Midlands,65+,Savings,15.6
106603,North West,45-54,Current,16.6
106604,West Midlands,65+,Savings,3.6
106605,South East,65+,Current,18.5
106606,West Midlands,55-64,Current,12.5
106607,East of England,25-34,Current,10.7
106608,North West,45-54,Premier,13.5
106609,West Midlands,55-64,Current,5.8
106610,East Midlands,65+,Current,0.6
106611,South East,18-24,Savings,8.9
106612,North West,35-44,Current,14.9
106613,London,35-44,Current,18.4
106614,West Midlands,35-44,Student,8.7
106615,Wales,55-64,Savings,5.3
106616,West Midlands,18-24,Savings,2.7
106617,Yorkshire and Humber,35-44,Current,18.7
106618,East of England,55-64,Current,4.7
106619,North West,35-44,Current,18.2
106620,North West,25-34,Current,3.8
106621,South West,45-54,Current,0.5
106622,North West,45-54,Current,4.6
106623,East Midlands,65+,Current,9.9
106624,Yorkshire and Humber,55-64,Current,7.0
106625,East Midlands,65+,Current,18.2
106626,East of England,25-34,Current,10.9
106627,London,55-64,Current,2.4
106628,London,45-54,Current,12.5
106629,West Midlands,55-64,Current,7.8
106630,South East,35-44,Current,13.6
106631,South East,25-34,Current,15.7
106632,East Midlands,18-24,Savings,19.7
106633,East of England,55-64,Current,11.6
106634,London,55-64,Current,7.4
106635,South West,25-34,Current,8.7
106636,North West,45-54,Current,8.1
106637,West Midlands,55-64,Current,9.1
106638,South East,45-54,Current,0.7
106639,South West,35-44,Current,5.0
106640,Yorkshire and Humber,65+,Savings,19.8
106641,East Midlands,45-54,Student,18.6
106642,South West,55-64,Current,1.1
106643,West Midlands,45-54,Current,19.6
106644,Yorkshire and Humber,55-64,Premier,15.9
106645,London,25-34,Current,0.2
106646,West Midlands,65+,Premier,18.3
106647,East Midlands,35-44,Savings,19.2
106648,East Midlands,55-64,Current,12.6
106649,East of England,65+,Current,15.8
106650,North West,45-54,Current,6.7
106651,South East,45-54,Savings,11.5
106652,Wales,25-34,Current,14.7
106653,South East,35-44,Savings,11.3
106654,London,45-54,Current,6.2
106655,London,25-34,Savings,13.0
106656,Yorkshire and Humber,25-34,Savings,16.8
106657,London,65+,Current,16.7
106658,North East,35-44,Current,2.7
106659,South West,35-44,Current,9.0
106660,Yorkshire and Humber,25-34,Savings,0.9
106661,Yorkshire and Humber,45-54,Savings,12.7
106662,East of England,35-44,Current,4.9
106663,West Midlands,55-64,Savings,18.6
106664,South West,45-54,Current,12.4
106665,North West,18-24,Current,8.1
106666,South East,35-44,Student,14.7
106667,South West,18-24,Current,4.2
106668,London,55-64,Savings,1.9
106669,West Midlands,25-34,Current,1.8
106670,South West,25-34,Current,11.7
106671,Yorkshire and Humber,35-44,Current,17.8
106672,North West,25-34,Current,4.5
106673,London,45-54,Current,15.2
106674,London,35-44,Savings,0.8
106675,South East,65+,Current,7.1
106676,West Midlands,25-34,Current,13.1
106677,London,45-54,Current,16.5
106678,East of England,55-64,Current,18.9
106679,East Midlands,25-34,Current,12.7
106680,London,45-54,Savings,9.3
106681,South East,65+,Savings,1.3
106682,East of England,55-64,Current,5.6
106683,London,65+,Current,18.5
106684,South West,55-64,Current,11.7
106685,North West,35-44,Current,6.9
106686,Yorkshire and Humber,65+,Student,5.1
106687,North East,25-34,Current,2.4
106688,East of England,45-54,Premier,15.1
106689,London,55-64,Current,8.3
106690,London,65+,Savings,18.7
106691,London,65+,Savings,9.1
106692,East Midlands,25-34,Savings,16.4
106693,East of England,55-64,Savings,2.7
106694,South West,25-34,Current,3.1
106695,London,55-64,Savings,5.5
106696,North West,55-64,Current,3.9
106697,Yorkshire and Humber,25-34,Current,19.5
106698,West Midlands,55-64,Current,16.2
106699,South East,35-44,Current,7.0
